Time	Node	AppId	SeqNo	Type	DelayS	DelayUS	RetxCount	HopCount
2.42005	Node7	0	9054	FullDelay	0.120052	120052	1	6
2.43005	Node7	0	2648	LastDelay	0.120052	120052	1	6
2.43005	Node7	0	2648	FullDelay	0.120052	120052	1	6
2.44005	Node7	0	9310	LastDelay	0.120052	120052	1	6
2.44005	Node7	0	9310	FullDelay	0.120052	120052	1	6
2.45005	Node7	0	17	LastDelay	0.120052	120052	1	6
2.45005	Node7	0	17	FullDelay	0.120052	120052	1	6
2.46005	Node7	0	2655	LastDelay	0.120052	120052	1	6
2.46005	Node7	0	2655	FullDelay	0.120052	120052	1	6
2.47004	Node7	0	82	LastDelay	0.100043	100043	1	5
2.47004	Node7	0	82	FullDelay	0.100043	100043	1	5
2.47005	Node7	0	5210	LastDelay	0.120052	120052	1	6
2.47005	Node7	0	5210	FullDelay	0.120052	120052	1	6
2.48005	Node7	0	647	LastDelay	0.120052	120052	1	6
2.48005	Node7	0	647	FullDelay	0.120052	120052	1	6
2.50005	Node7	0	6714	LastDelay	0.120052	120052	1	6
2.50005	Node7	0	6714	FullDelay	0.120052	120052	1	6
2.51005	Node7	0	4539	LastDelay	0.120052	120052	1	6
2.51005	Node7	0	4539	FullDelay	0.120052	120052	1	6
2.52002	Node7	0	265	LastDelay	0.0400174	40017.4	1	2
2.52002	Node7	0	265	FullDelay	0.0400174	40017.4	1	2
2.52005	Node7	0	5674	LastDelay	0.120052	120052	1	6
2.52005	Node7	0	5674	FullDelay	0.120052	120052	1	6
2.53005	Node7	0	2515	LastDelay	0.120052	120052	1	6
2.53005	Node7	0	2515	FullDelay	0.120052	120052	1	6
2.54001	Node7	0	1	LastDelay	0.0200087	20008.7	1	1
2.54001	Node7	0	1	FullDelay	0.0200087	20008.7	1	1
2.54005	Node7	0	397	LastDelay	0.120052	120052	1	6
2.54005	Node7	0	397	FullDelay	0.120052	120052	1	6
2.55005	Node7	0	7	LastDelay	0.120052	120052	1	6
2.55005	Node7	0	7	FullDelay	0.120052	120052	1	6
2.56005	Node7	0	64	LastDelay	0.120052	120052	1	6
2.56005	Node7	0	64	FullDelay	0.120052	120052	1	6
2.57005	Node7	0	8	LastDelay	0.120052	120052	1	6
2.57005	Node7	0	8	FullDelay	0.120052	120052	1	6
2.58005	Node7	0	3155	LastDelay	0.120052	120052	1	6
2.58005	Node7	0	3155	FullDelay	0.120052	120052	1	6
2.59005	Node7	0	1091	LastDelay	0.120052	120052	1	6
2.59005	Node7	0	1091	FullDelay	0.120052	120052	1	6
2.61005	Node7	0	1420	LastDelay	0.120052	120052	1	6
2.61005	Node7	0	1420	FullDelay	0.120052	120052	1	6
2.62005	Node7	0	3573	LastDelay	0.120052	120052	1	6
2.62005	Node7	0	3573	FullDelay	0.120052	120052	1	6
2.63005	Node7	0	4060	LastDelay	0.120052	120052	1	6
2.63005	Node7	0	4060	FullDelay	0.120052	120052	1	6
2.65005	Node7	0	1309	LastDelay	0.120052	120052	1	6
2.65005	Node7	0	1309	FullDelay	0.120052	120052	1	6
2.66005	Node7	0	990	LastDelay	0.120052	120052	1	6
2.66005	Node7	0	990	FullDelay	0.120052	120052	1	6
2.67005	Node7	0	2834	LastDelay	0.120052	120052	1	6
2.67005	Node7	0	2834	FullDelay	0.120052	120052	1	6
2.68005	Node7	0	3820	LastDelay	0.120052	120052	1	6
2.68005	Node7	0	3820	FullDelay	0.120052	120052	1	6
2.69005	Node7	0	635	LastDelay	0.120052	120052	1	6
2.69005	Node7	0	635	FullDelay	0.120052	120052	1	6
2.70005	Node7	0	2428	LastDelay	0.120052	120052	1	6
2.70005	Node7	0	2428	FullDelay	0.120052	120052	1	6
2.71	Node7	0	163	LastDelay	0	0	1	0
2.71	Node7	0	163	FullDelay	0	0	1	0
2.71005	Node7	0	4316	LastDelay	0.120052	120052	1	6
2.71005	Node7	0	4316	FullDelay	0.120052	120052	1	6
2.72005	Node7	0	7005	LastDelay	0.120052	120052	1	6
2.72005	Node7	0	7005	FullDelay	0.120052	120052	1	6
2.73005	Node7	0	1059	LastDelay	0.120052	120052	1	6
2.73005	Node7	0	1059	FullDelay	0.120052	120052	1	6
2.74005	Node7	0	629	LastDelay	0.120052	120052	1	6
2.74005	Node7	0	629	FullDelay	0.120052	120052	1	6
2.75005	Node7	0	120	LastDelay	0.120052	120052	1	6
2.75005	Node7	0	120	FullDelay	0.120052	120052	1	6
2.76005	Node7	0	309	LastDelay	0.120052	120052	1	6
2.76005	Node7	0	309	FullDelay	0.120052	120052	1	6
2.77005	Node7	0	556	LastDelay	0.120052	120052	1	6
2.77005	Node7	0	556	FullDelay	0.120052	120052	1	6
2.78005	Node7	0	1332	LastDelay	0.120052	120052	1	6
2.78005	Node7	0	1332	FullDelay	0.120052	120052	1	6
2.79005	Node7	0	298	LastDelay	0.120052	120052	1	6
2.79005	Node7	0	298	FullDelay	0.120052	120052	1	6
2.80005	Node7	0	6	LastDelay	0.120052	120052	1	6
2.80005	Node7	0	6	FullDelay	0.120052	120052	1	6
2.81005	Node7	0	3764	LastDelay	0.120052	120052	1	6
2.81005	Node7	0	3764	FullDelay	0.120052	120052	1	6
2.82005	Node7	0	2418	LastDelay	0.120052	120052	1	6
2.82005	Node7	0	2418	FullDelay	0.120052	120052	1	6
2.84005	Node7	0	7957	LastDelay	0.120052	120052	1	6
2.84005	Node7	0	7957	FullDelay	0.120052	120052	1	6
2.85005	Node7	0	8138	LastDelay	0.120052	120052	1	6
2.85005	Node7	0	8138	FullDelay	0.120052	120052	1	6
2.86001	Node7	0	1	LastDelay	0.0200087	20008.7	1	1
2.86001	Node7	0	1	FullDelay	0.0200087	20008.7	1	1
2.86005	Node7	0	7799	LastDelay	0.120052	120052	1	6
2.86005	Node7	0	7799	FullDelay	0.120052	120052	1	6
2.87005	Node7	0	152	LastDelay	0.120052	120052	1	6
2.87005	Node7	0	152	FullDelay	0.120052	120052	1	6
2.88005	Node7	0	1017	LastDelay	0.120052	120052	1	6
2.88005	Node7	0	1017	FullDelay	0.120052	120052	1	6
2.89005	Node7	0	3262	LastDelay	0.120052	120052	1	6
2.89005	Node7	0	3262	FullDelay	0.120052	120052	1	6
2.90001	Node7	0	9	LastDelay	0.0200087	20008.7	1	1
2.90001	Node7	0	9	FullDelay	0.0200087	20008.7	1	1
2.90005	Node7	0	725	LastDelay	0.120052	120052	1	6
2.90005	Node7	0	725	FullDelay	0.120052	120052	1	6
2.91005	Node7	0	143	LastDelay	0.120052	120052	1	6
2.91005	Node7	0	143	FullDelay	0.120052	120052	1	6
2.92005	Node7	0	1900	LastDelay	0.120052	120052	1	6
2.92005	Node7	0	1900	FullDelay	0.120052	120052	1	6
2.93003	Node7	0	6	LastDelay	0.060026	60026	1	3
2.93003	Node7	0	6	FullDelay	0.060026	60026	1	3
2.93005	Node7	0	1816	LastDelay	0.120052	120052	1	6
2.93005	Node7	0	1816	FullDelay	0.120052	120052	1	6
2.94005	Node7	0	53	LastDelay	0.120052	120052	1	6
2.94005	Node7	0	53	FullDelay	0.120052	120052	1	6
2.95005	Node7	0	74	LastDelay	0.120052	120052	1	6
2.95005	Node7	0	74	FullDelay	0.120052	120052	1	6
2.97005	Node7	0	8008	LastDelay	0.120052	120052	1	6
2.97005	Node7	0	8008	FullDelay	0.120052	120052	1	6
2.98005	Node7	0	665	LastDelay	0.120052	120052	1	6
2.98005	Node7	0	665	FullDelay	0.120052	120052	1	6
3.01005	Node7	0	4209	LastDelay	0.120052	120052	1	6
3.01005	Node7	0	4209	FullDelay	0.120052	120052	1	6
3.02005	Node7	0	647	LastDelay	0.120052	120052	1	6
3.02005	Node7	0	647	FullDelay	0.120052	120052	1	6
3.03002	Node7	0	4	LastDelay	0.0400174	40017.4	1	2
3.03002	Node7	0	4	FullDelay	0.0400174	40017.4	1	2
3.03003	Node7	0	22	LastDelay	0.0800347	80034.7	1	4
3.03003	Node7	0	22	FullDelay	0.0800347	80034.7	1	4
3.03005	Node7	0	220	LastDelay	0.120052	120052	1	6
3.03005	Node7	0	220	FullDelay	0.120052	120052	1	6
3.04005	Node7	0	4310	LastDelay	0.120052	120052	1	6
3.04005	Node7	0	4310	FullDelay	0.120052	120052	1	6
3.05005	Node7	0	119	LastDelay	0.120052	120052	1	6
3.05005	Node7	0	119	FullDelay	0.120052	120052	1	6
3.06005	Node7	0	7122	LastDelay	0.120052	120052	1	6
3.06005	Node7	0	7122	FullDelay	0.120052	120052	1	6
3.08005	Node7	0	1040	LastDelay	0.120052	120052	1	6
3.08005	Node7	0	1040	FullDelay	0.120052	120052	1	6
3.09005	Node7	0	9825	LastDelay	0.120052	120052	1	6
3.09005	Node7	0	9825	FullDelay	0.120052	120052	1	6
3.10005	Node7	0	3415	LastDelay	0.120052	120052	1	6
3.10005	Node7	0	3415	FullDelay	0.120052	120052	1	6
3.12005	Node7	0	154	LastDelay	0.120052	120052	1	6
3.12005	Node7	0	154	FullDelay	0.120052	120052	1	6
3.13005	Node7	0	888	LastDelay	0.120052	120052	1	6
3.13005	Node7	0	888	FullDelay	0.120052	120052	1	6
3.14005	Node7	0	1565	LastDelay	0.120052	120052	1	6
3.14005	Node7	0	1565	FullDelay	0.120052	120052	1	6
3.15005	Node7	0	2242	LastDelay	0.120052	120052	1	6
3.15005	Node7	0	2242	FullDelay	0.120052	120052	1	6
3.16005	Node7	0	2469	LastDelay	0.120052	120052	1	6
3.16005	Node7	0	2469	FullDelay	0.120052	120052	1	6
3.17005	Node7	0	6268	LastDelay	0.120052	120052	1	6
3.17005	Node7	0	6268	FullDelay	0.120052	120052	1	6
3.18005	Node7	0	5135	LastDelay	0.120052	120052	1	6
3.18005	Node7	0	5135	FullDelay	0.120052	120052	1	6
3.19005	Node7	0	2184	LastDelay	0.120052	120052	1	6
3.19005	Node7	0	2184	FullDelay	0.120052	120052	1	6
3.20005	Node7	0	57	LastDelay	0.120052	120052	1	6
3.20005	Node7	0	57	FullDelay	0.120052	120052	1	6
3.21003	Node7	0	35	LastDelay	0.060026	60026	1	3
3.21003	Node7	0	35	FullDelay	0.060026	60026	1	3
3.21005	Node7	0	1984	LastDelay	0.120052	120052	1	6
3.21005	Node7	0	1984	FullDelay	0.120052	120052	1	6
3.22005	Node7	0	1330	LastDelay	0.120052	120052	1	6
3.22005	Node7	0	1330	FullDelay	0.120052	120052	1	6
3.23005	Node7	0	3985	LastDelay	0.120052	120052	1	6
3.23005	Node7	0	3985	FullDelay	0.120052	120052	1	6
3.24005	Node7	0	1550	LastDelay	0.120052	120052	1	6
3.24005	Node7	0	1550	FullDelay	0.120052	120052	1	6
3.25005	Node7	0	289	LastDelay	0.120052	120052	1	6
3.25005	Node7	0	289	FullDelay	0.120052	120052	1	6
3.26005	Node7	0	8476	LastDelay	0.120052	120052	1	6
3.26005	Node7	0	8476	FullDelay	0.120052	120052	1	6
3.28005	Node7	0	12	LastDelay	0.120052	120052	1	6
3.28005	Node7	0	12	FullDelay	0.120052	120052	1	6
3.29005	Node7	0	2153	LastDelay	0.120052	120052	1	6
3.29005	Node7	0	2153	FullDelay	0.120052	120052	1	6
3.30003	Node7	0	71	LastDelay	0.060026	60026	1	3
3.30003	Node7	0	71	FullDelay	0.060026	60026	1	3
3.30005	Node7	0	9891	LastDelay	0.120052	120052	1	6
3.30005	Node7	0	9891	FullDelay	0.120052	120052	1	6
3.31	Node7	0	35	LastDelay	0	0	1	0
3.31	Node7	0	35	FullDelay	0	0	1	0
3.31005	Node7	0	3	LastDelay	0.120052	120052	1	6
3.31005	Node7	0	3	FullDelay	0.120052	120052	1	6
3.32002	Node7	0	4	LastDelay	0.0400174	40017.4	1	2
3.32002	Node7	0	4	FullDelay	0.0400174	40017.4	1	2
3.32005	Node7	0	174	LastDelay	0.120052	120052	1	6
3.32005	Node7	0	174	FullDelay	0.120052	120052	1	6
3.33005	Node7	0	5638	LastDelay	0.120052	120052	1	6
3.33005	Node7	0	5638	FullDelay	0.120052	120052	1	6
3.34005	Node7	0	68	LastDelay	0.120052	120052	1	6
3.34005	Node7	0	68	FullDelay	0.120052	120052	1	6
3.35005	Node7	0	291	LastDelay	0.120052	120052	1	6
3.35005	Node7	0	291	FullDelay	0.120052	120052	1	6
3.36	Node7	0	1	LastDelay	0	0	1	0
3.36	Node7	0	1	FullDelay	0	0	1	0
3.37005	Node7	0	249	LastDelay	0.120052	120052	1	6
3.37005	Node7	0	249	FullDelay	0.120052	120052	1	6
3.38005	Node7	0	2651	LastDelay	0.120052	120052	1	6
3.38005	Node7	0	2651	FullDelay	0.120052	120052	1	6
3.39005	Node7	0	81	LastDelay	0.120052	120052	1	6
3.39005	Node7	0	81	FullDelay	0.120052	120052	1	6
3.41005	Node7	0	2401	LastDelay	0.120052	120052	1	6
3.41005	Node7	0	2401	FullDelay	0.120052	120052	1	6
3.42005	Node7	0	5982	LastDelay	0.120052	120052	1	6
3.42005	Node7	0	5982	FullDelay	0.120052	120052	1	6
3.44005	Node7	0	474	LastDelay	0.120052	120052	1	6
3.44005	Node7	0	474	FullDelay	0.120052	120052	1	6
3.45	Node7	0	197	LastDelay	0	0	1	0
3.45	Node7	0	197	FullDelay	0	0	1	0
3.45005	Node7	0	4496	LastDelay	0.120052	120052	1	6
3.45005	Node7	0	4496	FullDelay	0.120052	120052	1	6
3.46005	Node7	0	9821	LastDelay	0.120052	120052	1	6
3.46005	Node7	0	9821	FullDelay	0.120052	120052	1	6
3.47005	Node7	0	61	LastDelay	0.120052	120052	1	6
3.47005	Node7	0	61	FullDelay	0.120052	120052	1	6
3.49005	Node7	0	239	LastDelay	0.120052	120052	1	6
3.49005	Node7	0	239	FullDelay	0.120052	120052	1	6
3.50005	Node7	0	2805	LastDelay	0.120052	120052	1	6
3.50005	Node7	0	2805	FullDelay	0.120052	120052	1	6
3.51	Node7	0	1	LastDelay	0	0	1	0
3.51	Node7	0	1	FullDelay	0	0	1	0
3.51005	Node7	0	4942	LastDelay	0.120052	120052	1	6
3.51005	Node7	0	4942	FullDelay	0.120052	120052	1	6
3.52005	Node7	0	6912	LastDelay	0.120052	120052	1	6
3.52005	Node7	0	6912	FullDelay	0.120052	120052	1	6
3.53005	Node7	0	1016	LastDelay	0.120052	120052	1	6
